frame,track_id,direction,class,img_x,img_y,world_x_m,world_y_m,speed_kmh,lane,conf
20572,1521,West,car,68,653,8.441,13.256,11.8,1,0.831
20572,1511,West,car,479,603,8.524,0.117,16.8,1,0.809
20572,1470,South,car,1152,493,1.817,1.906,0.1,1,0.763
20572,1488,East,car,843,156,1.15,1.844,0.1,1,0.736
20572,1451,East,car,878,170,2.372,2.262,0.0,2,0.735
20572,1480,West,car,629,145,-0.27,-5.557,3.2,3,0.665
20572,1518,West,car,311,502,5.662,3.885,28.3,2,0.66
20572,1493,West,car,1011,195,3.268,-10.665,2.8,3,0.51
20572,1429,West,car,540,84,-2.628,-4.241,3.3,3,0.417
20572,1449,West,car,1065,187,3.39,-11.301,1.5,3,0.394
20572,1512,South,car,1234,650,6.438,9.783,5.7,1,0.33
20572,1478,West,car,1036,219,3.775,-10.794,2.3,3,0.314
20573,1510,West,car,838,289,4.024,-7.949,16.4,3,0.933
20573,1521,West,car,70,653,8.453,13.157,11.7,1,0.841
20573,1470,South,car,1152,493,1.814,1.916,0.1,1,0.761
20573,1511,West,car,486,602,8.525,-0.04,16.3,1,0.746
20573,1451,East,car,878,170,2.371,2.262,0.0,2,0.739
20573,1488,East,car,843,156,1.15,1.846,0.1,1,0.739
20573,1493,West,car,1013,195,3.267,-10.691,2.7,3,0.711
20573,1480,West,car,628,143,-0.329,-5.556,3.2,3,0.671
20573,1518,West,car,329,499,5.685,3.366,29.3,2,0.662
20573,1429,West,car,539,83,-2.668,-4.223,3.3,3,0.624
20573,1449,West,car,1065,186,3.385,-11.308,1.4,3,0.594
20573,1478,West,car,1044,219,3.81,-10.88,2.3,3,0.494
20573,1526,South,car,1226,666,6.072,11.3,0.0,3,0.391
20573,1512,South,car,1233,650,6.384,9.806,5.9,1,0.35
20574,1510,West,car,843,287,4.014,-8.038,15.9,3,0.94
20574,1518,West,car,338,494,5.609,3.094,29.5,2,0.833
20574,1521,West,car,73,653,8.461,13.042,11.7,1,0.803
20574,1470,South,car,1152,493,1.818,1.919,0.0,1,0.768
20574,1451,East,car,878,170,2.371,2.262,0.0,2,0.767
20574,1488,East,car,843,156,1.149,1.846,0.1,1,0.752
20574,1493,West,car,1014,194,3.261,-10.706,2.7,3,0.742
20574,1480,West,car,627,142,-0.356,-5.549,3.3,3,0.74
20574,1511,West,car,493,603,8.564,-0.177,16.2,1,0.703
20574,1449,West,car,1065,186,3.379,-11.311,1.4,3,0.681
20574,1478,West,car,1045,218,3.802,-10.899,2.3,3,0.668
20574,1429,West,car,538,83,-2.694,-4.206,3.3,3,0.611
20574,1512,South,car,1233,650,6.362,9.79,5.8,1,0.351
20574,1526,South,car,1226,664,6.086,11.154,14.7,3,0.257
20575,1510,West,car,849,284,3.991,-8.133,15.5,3,0.925
20575,1480,West,car,627,141,-0.39,-5.547,3.3,3,0.839
20575,1451,East,car,878,170,2.372,2.261,0.0,2,0.769
20575,1470,South,car,1153,493,1.818,1.905,0.1,1,0.761
20575,1488,East,car,843,156,1.149,1.846,0.1,1,0.749
20575,1493,West,car,1015,193,3.258,-10.72,2.6,3,0.718
20575,1478,West,car,1044,217,3.787,-10.892,2.2,3,0.702
20575,1449,West,car,1065,185,3.367,-11.317,1.4,3,0.676
20575,1429,West,car,537,82,-2.715,-4.193,3.3,3,0.662
20575,1521,West,car,83,653,8.489,12.58,13.8,1,0.598
20575,1518,West,car,348,491,5.605,2.781,29.7,2,0.527
20575,1512,South,car,1232,650,6.291,9.823,5.9,1,0.337
20575,1526,South,car,1225,663,5.994,11.098,10.9,3,0.333
20575,1511,West,car,506,604,8.62,-0.469,17.1,1,0.329
20576,1510,West,car,855,281,3.963,-8.232,15.0,3,0.925
20576,1518,West,car,362,488,5.607,2.4,30.4,2,0.874
20576,1493,West,car,1016,193,3.256,-10.73,2.5,3,0.784
20576,1480,West,car,626,141,-0.406,-5.529,3.2,3,0.779
20576,1470,South,car,1152,493,1.818,1.915,0.0,1,0.763
20576,1451,East,car,878,170,2.372,2.26,0.0,2,0.76
20576,1488,East,car,843,156,1.149,1.846,0.1,1,0.741
20576,1521,West,car,88,653,8.514,12.363,14.2,1,0.72
20576,1429,West,car,536,82,-2.731,-4.166,3.3,3,0.675
20576,1511,West,car,508,605,8.637,-0.502,16.8,1,0.624
20576,1512,South,car,1230,649,6.176,9.816,5.8,2,0.555
20576,1449,West,car,1066,184,3.359,-11.32,1.4,3,0.531
20576,1478,West,car,1043,216,3.759,-10.896,2.1,3,0.497
20576,1526,South,car,1224,659,5.929,10.787,17.9,3,0.342
20577,1510,West,car,860,279,3.948,-8.312,14.6,3,0.929
20577,1518,West,car,373,484,5.575,2.082,30.5,2,0.823
20577,1480,West,car,625,140,-0.428,-5.522,3.2,3,0.817
20577,1493,West,car,1016,192,3.247,-10.744,2.5,3,0.813
20577,1470,South,car,1153,493,1.82,1.908,0.0,1,0.774
20577,1451,East,car,878,170,2.371,2.259,0.0,2,0.758
20577,1488,East,car,843,156,1.149,1.845,0.1,1,0.747
20577,1521,West,car,92,653,8.541,12.196,14.4,1,0.722
20577,1429,West,car,535,82,-2.747,-4.154,3.3,3,0.699
20577,1511,West,car,514,605,8.662,-0.623,16.9,1,0.634
20577,1526,South,car,1224,658,5.915,10.712,15.3,3,0.469
20577,1449,West,car,1066,184,3.348,-11.329,1.4,3,0.464
20577,1512,South,car,1229,648,6.119,9.792,6.0,2,0.443
20577,1478,West,car,1044,215,3.745,-10.916,2.1,3,0.293
20577,1524,East,car,960,185,4.919,4.646,0.2,3,0.255
20578,1510,West,car,865,276,3.925,-8.394,14.1,3,0.912
20578,1518,West,car,383,481,5.546,1.802,30.7,2,0.877
20578,1493,West,car,1016,192,3.234,-10.749,2.4,3,0.801
20578,1470,South,car,1152,493,1.817,1.918,0.0,1,0.769
20578,1488,East,car,843,156,1.149,1.846,0.1,1,0.743
20578,1451,East,car,878,170,2.371,2.26,0.0,2,0.739
20578,1480,West,car,624,139,-0.459,-5.518,3.2,3,0.7
20578,1449,West,car,1066,183,3.335,-11.331,1.3,3,0.602
20578,1429,West,car,534,81,-2.777,-4.136,3.3,3,0.592
20578,1521,West,car,97,653,8.554,12.016,14.6,1,0.565
20578,1512,South,car,1230,647,6.133,9.692,5.7,2,0.495
20578,1511,West,car,521,606,8.691,-0.767,16.0,1,0.493
20578,1478,West,car,1043,213,3.717,-10.913,2.1,3,0.476
20578,1526,South,car,1225,653,5.926,10.292,20.5,2,0.465
20578,1524,East,car,960,185,4.918,4.646,0.2,3,0.254
20579,1510,West,car,870,274,3.91,-8.47,13.7,3,0.92
20579,1518,West,car,395,477,5.52,1.464,31.1,2,0.826
20579,1470,South,car,1152,493,1.815,1.918,0.1,1,0.775
20579,1488,East,car,843,156,1.148,1.847,0.1,1,0.748
20579,1451,East,car,878,170,2.371,2.26,0.0,2,0.747
20579,1521,West,car,100,652,8.535,11.858,14.6,1,0.743
20579,1493,West,car,1018,190,3.216,-10.77,2.4,3,0.728
20579,1429,West,car,533,80,-2.802,-4.126,3.3,3,0.655
20579,1511,West,car,528,606,8.707,-0.911,16.3,1,0.652
20579,1449,West,car,1065,182,3.312,-11.338,1.4,3,0.562
20579,1480,West,car,623,138,-0.485,-5.501,3.1,3,0.56
20579,1512,South,car,1228,646,6.038,9.663,6.1,2,0.435
20579,1478,West,car,1044,213,3.71,-10.924,2.1,3,0.404
20579,1526,South,car,1229,646,6.077,9.607,28.4,2,0.313
20580,1510,West,car,875,271,3.887,-8.557,13.3,3,0.913
20580,1521,West,car,105,651,8.524,11.65,14.9,1,0.826
20580,1518,West,car,407,472,5.472,1.146,31.2,2,0.805
20580,1470,South,car,1152,493,1.812,1.916,0.1,1,0.764
20580,1488,East,car,843,156,1.149,1.846,0.1,1,0.747
20580,1451,East,car,878,170,2.371,2.261,0.0,2,0.744
20580,1493,West,car,1018,189,3.205,-10.786,2.4,3,0.72
20580,1511,West,car,536,607,8.738,-1.062,16.2,1,0.644
20580,1449,West,car,1066,181,3.3,-11.344,1.4,3,0.541
20580,1429,West,car,533,80,-2.812,-4.112,3.2,3,0.52
20580,1480,West,car,623,137,-0.509,-5.499,3.0,3,0.503
20580,1478,West,car,1047,213,3.723,-10.953,2.1,3,0.496
20580,1526,South,car,1228,646,6.018,9.627,24.1,2,0.492
20580,1527,North,car,623,137,8.257,1.805,0.0,3,0.441
20581,1510,West,car,879,269,3.864,-8.623,12.8,3,0.912
20581,1518,West,car,419,468,5.44,0.816,31.4,2,0.853
20581,1521,West,car,109,651,8.548,11.486,15.0,1,0.813
20581,1470,South,car,1152,493,1.814,1.916,0.1,1,0.771
20581,1451,East,car,878,170,2.37,2.262,0.0,2,0.756
20581,1488,East,car,843,156,1.148,1.847,0.1,1,0.743
20581,1480,West,car,621,136,-0.553,-5.48,3.1,3,0.712
20581,1511,West,car,543,607,8.764,-1.207,16.1,1,0.682
20581,1493,West,car,1019,188,3.187,-10.796,2.2,3,0.629
20581,1478,West,car,1044,211,3.694,-10.935,2.0,3,0.559
20581,1512,South,car,1216,651,5.436,10.42,8.1,2,0.54
20581,1429,West,car,532,79,-2.85,-4.094,3.2,3,0.522
20581,1449,West,car,1065,179,3.277,-11.351,1.4,3,0.508
20582,1510,West,car,884,267,3.854,-8.704,12.4,3,0.915
20582,1518,West,car,431,463,5.405,0.504,31.6,2,0.897
20582,1521,West,car,114,651,8.551,11.306,15.1,1,0.856
20582,1470,South,car,1152,493,1.813,1.935,0.1,1,0.778
20582,1451,East,car,878,170,2.369,2.263,0.0,2,0.754
20582,1488,East,car,843,156,1.148,1.847,0.1,1,0.751
20582,1511,West,car,550,609,8.809,-1.355,16.0,1,0.692
20582,1493,West,car,1022,187,3.19,-10.833,2.2,3,0.632
20582,1478,West,car,1045,211,3.696,-10.944,1.9,3,0.558
20582,1449,West,car,1066,178,3.255,-11.361,1.4,3,0.552
20582,1512,South,car,1214,648,5.335,10.243,7.9,2,0.515
20582,1480,West,car,620,135,-0.591,-5.467,3.1,3,0.47
20582,1527,North,car,620,135,8.285,2.018,10.8,3,0.401
20583,1510,West,car,889,264,3.833,-8.779,12.1,3,0.901
20583,1518,West,car,443,459,5.37,0.199,31.6,2,0.882
20583,1521,West,car,119,650,8.551,11.089,15.4,1,0.808
20583,1470,South,car,1152,493,1.815,1.939,0.1,1,0.765
20583,1488,East,car,843,156,1.148,1.847,0.1,1,0.753
20583,1451,East,car,878,170,2.37,2.263,0.0,2,0.735
20583,1511,West,car,557,609,8.827,-1.488,15.9,1,0.704
20583,1493,West,car,1020,186,3.158,-10.826,2.2,3,0.684
20583,1478,West,car,1045,209,3.663,-10.948,1.9,3,0.642
20583,1512,South,car,1212,646,5.207,10.173,7.9,2,0.594
20583,1449,West,car,1066,178,3.25,-11.368,1.4,3,0.578
20583,1480,West,car,620,134,-0.616,-5.467,3.1,3,0.525
20583,1527,North,car,620,134,8.312,2.088,9.7,3,0.368
20584,1518,West,car,457,455,5.356,-0.152,31.9,2,0.887
20584,1510,West,car,892,262,3.812,-8.839,11.7,3,0.881
20584,1521,West,car,123,650,8.559,10.911,15.5,1,0.854
20584,1470,South,car,1152,493,1.814,1.935,0.1,1,0.778
20584,1451,East,car,878,170,2.37,2.263,0.0,2,0.762
20584,1488,East,car,843,156,1.148,1.847,0.1,1,0.761
20584,1511,West,car,565,610,8.868,-1.627,15.8,1,0.735
20584,1493,West,car,1022,185,3.165,-10.853,2.1,3,0.7
20584,1478,West,car,1045,208,3.642,-10.956,1.9,3,0.699
20584,1512,South,car,1209,644,5.063,10.146,8.0,2,0.66
20584,1449,West,car,1066,177,3.244,-11.369,1.2,3,0.637
20584,1480,West,car,619,133,-0.649,-5.453,3.1,3,0.49
20584,1527,North,car,619,133,8.323,2.175,9.4,3,0.462
20584,1429,West,car,528,79,-2.912,-4.032,3.2,3,0.352
20585,1510,West,car,897,261,3.809,-8.904,11.3,3,0.926
20585,1518,West,car,468,452,5.334,-0.425,31.8,2,0.911
20585,1521,West,car,129,649,8.554,10.699,15.7,1,0.871
20585,1451,East,car,878,170,2.37,2.262,0.0,2,0.783
20585,1470,South,car,1152,493,1.814,1.933,0.1,1,0.768
20585,1488,East,car,843,156,1.148,1.849,0.0,1,0.761
20585,1478,West,car,1045,208,3.637,-10.967,1.9,3,0.654
20585,1449,West,car,1066,177,3.248,-11.373,1.2,3,0.629
20585,1511,West,car,572,611,8.906,-1.775,15.7,1,0.557
20585,1527,North,car,617,132,8.3,2.212,8.2,3,0.477
20585,1526,South,car,1221,640,5.621,9.423,16.2,2,0.435
20585,1480,West,car,617,132,-0.665,-5.433,3.1,3,0.43
20585,1512,South,car,1209,641,5.053,9.873,7.5,2,0.347
20585,1493,West,car,1022,185,3.147,-10.855,2.1,3,0.336
20585,1523,East,car,989,277,8.046,0.077,0.0,3,0.336
20585,1420,South,car,957,689,0.801,14.33,0.0,3,0.316
20585,1429,West,car,528,78,-2.932,-4.035,3.1,3,0.29
20586,1518,West,car,480,447,5.3,-0.713,31.8,2,0.928
20586,1510,West,car,900,259,3.788,-8.958,10.9,3,0.921
20586,1521,West,car,134,649,8.567,10.498,15.9,1,0.868
20586,1451,East,car,878,170,2.37,2.263,0.0,2,0.777
20586,1511,West,car,579,611,8.911,-1.895,15.5,1,0.77
20586,1470,South,car,1152,493,1.818,1.93,0.1,1,0.766
20586,1488,East,car,843,156,1.148,1.849,0.0,1,0.76
20586,1478,West,car,1045,208,3.639,-10.963,1.8,3,0.646
20586,1429,West,car,527,77,-2.965,-4.009,3.1,3,0.555
20586,1493,West,car,1023,184,3.145,-10.87,2.0,3,0.509
20586,1480,West,car,616,132,-0.692,-5.412,3.1,3,0.495
20586,1449,West,car,1067,177,3.24,-11.381,1.2,3,0.493
20586,1527,North,car,616,132,8.288,2.28,8.0,3,0.425
20586,1526,South,car,1220,639,5.553,9.365,15.5,2,0.358
20586,1512,South,car,1209,639,5.004,9.795,7.4,2,0.346
20586,1420,South,car,956,689,0.801,14.33,0.0,3,0.341
20586,1523,East,car,990,274,8.027,0.226,15.1,3,0.33
20587,1510,West,car,904,256,3.769,-9.019,10.6,3,0.911
20587,1518,West,car,492,442,5.247,-1.026,32.0,2,0.898
20587,1521,West,car,139,649,8.573,10.287,16.0,1,0.881
20587,1511,West,car,586,613,8.971,-2.028,15.5,1,0.787
20587,1451,East,car,878,170,2.371,2.263,0.0,2,0.757
20587,1488,East,car,843,156,1.149,1.847,0.1,1,0.751
20587,1470,South,car,1152,493,1.814,1.936,0.1,1,0.749
20587,1493,West,car,1024,184,3.144,-10.882,2.0,3,0.6
20587,1478,West,car,1047,207,3.641,-10.989,1.7,3,0.556
20587,1429,West,car,526,77,-2.979,-3.998,3.1,3,0.541
20587,1527,North,car,615,131,8.3,2.404,8.6,3,0.517
20587,1449,West,car,1067,177,3.241,-11.388,1.2,3,0.485
20587,1512,South,car,1210,638,5.035,9.641,7.2,2,0.454
20587,1480,West,car,615,131,-0.737,-5.392,3.2,3,0.425
20587,1523,East,car,994,273,8.105,0.391,16.1,3,0.354
20587,1420,South,car,956,689,0.801,14.33,0.0,3,0.324
20588,1510,West,car,909,254,3.749,-9.097,10.3,3,0.913
20588,1518,West,car,504,438,5.226,-1.312,31.9,2,0.913
20588,1521,West,car,143,648,8.578,10.12,16.4,1,0.894
20588,1451,East,car,878,170,2.371,2.263,0.0,2,0.763
20588,1488,East,car,843,156,1.148,1.85,0.0,1,0.755
20588,1470,South,car,1152,493,1.809,1.94,0.1,1,0.733
20588,1429,West,car,526,76,-3.004,-3.989,3.1,3,0.596
20588,1511,West,car,596,613,8.983,-2.217,15.6,1,0.567
20588,1512,South,car,1208,637,4.969,9.587,7.2,2,0.461
20588,1478,West,car,1047,206,3.625,-10.998,1.7,3,0.435
20588,1420,South,car,956,689,0.8,14.33,0.0,3,0.412
20588,1449,West,car,1067,176,3.23,-11.392,1.2,3,0.388
20588,1493,West,car,1025,183,3.131,-10.897,1.9,3,0.329
20589,1518,West,car,518,434,5.208,-1.614,32.0,2,0.911
20589,1521,West,car,148,648,8.576,9.938,16.7,1,0.894
20589,1510,West,car,912,252,3.73,-9.149,9.9,3,0.887
20589,1480,West,car,612,128,-0.807,-5.369,3.3,3,0.763
20589,1451,East,car,878,170,2.37,2.263,0.0,2,0.763
20589,1488,East,car,843,156,1.149,1.849,0.0,1,0.759
20589,1470,South,car,1152,493,1.81,1.895,0.1,1,0.732
20589,1493,West,car,1026,182,3.121,-10.911,2.0,3,0.628
20589,1429,West,car,524,76,-3.029,-3.967,3.1,3,0.592
20589,1511,West,car,606,614,9.03,-2.387,15.6,1,0.432
20589,1478,West,car,1047,204,3.583,-11.004,1.7,3,0.406
20589,1449,West,car,1067,175,3.219,-11.394,1.2,3,0.404
20589,1420,South,car,956,689,0.8,14.33,0.0,3,0.372
20589,1526,South,car,1218,634,5.406,9.025,14.9,2,0.31
20589,1512,South,car,1207,635,4.918,9.464,7.1,2,0.268
20590,1518,West,car,529,429,5.156,-1.891,31.9,2,0.904
20590,1510,West,car,916,250,3.718,-9.218,9.7,3,0.897
20590,1521,West,car,153,647,8.568,9.745,17.0,1,0.876
20590,1488,East,car,843,156,1.15,1.848,0.1,1,0.753
20590,1451,East,car,878,170,2.37,2.264,0.0,2,0.751
20590,1470,South,car,1152,492,1.8,1.89,0.1,1,0.743
20590,1480,West,car,612,127,-0.84,-5.366,3.2,3,0.737
20590,1493,West,car,1027,182,3.122,-10.923,1.9,3,0.63
20590,1449,West,car,1068,176,3.226,-11.397,1.2,3,0.408
20590,1420,South,car,956,689,0.8,14.33,0.0,3,0.403
20590,1478,West,car,1048,204,3.592,-11.015,1.7,3,0.4
20590,1511,West,car,613,616,9.07,-2.524,15.5,1,0.378
20591,1518,West,car,542,424,5.121,-2.171,31.8,2,0.932
20591,1510,West,car,919,248,3.694,-9.262,9.4,3,0.898
20591,1521,West,car,160,646,8.571,9.501,17.6,1,0.882
20591,1451,East,car,878,170,2.37,2.263,0.0,2,0.761
20591,1488,East,car,843,156,1.151,1.846,0.1,1,0.753
20591,1470,South,car,1152,493,1.807,1.906,0.1,1,0.731
20591,1480,West,car,611,126,-0.87,-5.347,3.3,3,0.656
20591,1493,West,car,1028,180,3.108,-10.947,2.0,3,0.621
20591,1478,West,car,1053,206,3.642,-11.06,1.6,3,0.58
20591,1511,West,car,621,618,9.122,-2.656,15.4,1,0.537
20591,1449,West,car,1068,176,3.228,-11.395,1.1,3,0.424
20591,1512,South,car,1205,629,4.765,9.113,6.1,2,0.403
20591,1420,South,car,956,689,0.801,14.329,0.0,3,0.361
20591,1429,West,car,523,75,-3.054,-3.943,3.0,3,0.353
20592,1518,West,car,553,420,5.096,-2.432,31.6,2,0.926
20592,1510,West,car,922,245,3.671,-9.312,9.1,3,0.894
20592,1521,West,car,166,644,8.551,9.272,18.1,1,0.888
20592,1451,East,car,878,170,2.37,2.263,0.0,2,0.764
20592,1488,East,car,843,156,1.15,1.846,0.0,1,0.761
20592,1470,South,car,1153,492,1.808,1.832,0.3,1,0.76
20592,1511,West,car,645,619,9.195,-3.08,16.3,1,0.745
20592,1480,West,car,610,126,-0.885,-5.333,3.2,3,0.707
20592,1493,West,car,1028,179,3.09,-10.954,1.9,3,0.664
20592,1478,West,car,1053,205,3.634,-11.064,1.6,3,0.652
20592,1429,West,car,522,75,-3.075,-3.927,3.0,3,0.518
20592,1449,West,car,1067,175,3.208,-11.4,1.1,3,0.392
20592,1512,South,car,1205,627,4.73,8.977,6.0,2,0.388
20592,1420,South,car,956,689,0.8,14.329,0.0,3,0.324
20592,1526,South,car,1220,626,5.427,8.301,16.3,2,0.29
20592,1523,East,car,1001,263,8.136,1.111,14.9,3,0.257
20593,1518,West,car,565,415,5.056,-2.691,31.4,2,0.916
20593,1521,West,car,173,644,8.561,9.004,18.4,1,0.87
20593,1510,West,car,924,243,3.644,-9.361,8.7,3,0.864
20593,1470,South,car,1152,492,1.807,1.846,0.3,1,0.767
20593,1488,East,car,843,156,1.151,1.845,0.1,1,0.753
20593,1451,East,car,878,170,2.371,2.263,0.0,2,0.752
20593,1493,West,car,1028,178,3.073,-10.963,1.9,3,0.724
20593,1511,West,car,653,620,9.231,-3.215,16.2,1,0.706
20593,1480,West,car,609,126,-0.908,-5.316,3.1,3,0.666
20593,1478,West,car,1054,204,3.613,-11.08,1.6,3,0.596
20593,1429,West,car,521,74,-3.105,-3.914,3.0,3,0.548
20593,1530,West,car,32,582,6.174,14.795,0.0,2,0.422
20593,1420,South,car,956,689,0.801,14.33,0.0,3,0.36
20593,1523,East,car,1002,262,8.153,1.184,14.0,3,0.348
20593,1526,South,car,1219,625,5.383,8.234,15.8,2,0.321
20593,1449,West,car,1067,174,3.192,-11.402,1.0,3,0.289
20594,1518,West,car,576,411,5.03,-2.941,31.2,2,0.931
20594,1510,West,car,927,242,3.634,-9.406,8.5,3,0.897
20594,1521,West,car,179,643,8.569,8.796,18.6,1,0.892
20594,1470,South,car,1152,492,1.807,1.868,0.2,1,0.766
20594,1488,East,car,843,156,1.15,1.845,0.1,1,0.754
20594,1451,East,car,878,170,2.37,2.265,0.0,2,0.744
20594,1493,West,car,1030,178,3.071,-10.978,1.9,3,0.736
20594,1511,West,car,662,622,9.28,-3.359,16.2,1,0.649
20594,1429,West,car,521,74,-3.126,-3.903,2.9,3,0.576
20594,1530,West,car,34,589,6.409,14.672,26.7,2,0.573
20594,1480,West,car,608,124,-0.963,-5.311,3.3,3,0.561
20594,1523,East,car,1004,261,8.178,1.297,13.7,3,0.388
20594,1478,West,car,1054,205,3.632,-11.077,1.5,3,0.351
20594,1512,South,car,1199,624,4.475,9.0,6.5,2,0.326
20595,1518,West,car,589,406,4.998,-3.204,31.1,2,0.906
20595,1510,West,car,931,240,3.62,-9.467,8.2,3,0.891
20595,1521,West,car,185,643,8.569,8.567,18.8,1,0.864
20595,1470,South,car,1152,492,1.8,1.867,0.2,1,0.771
20595,1488,East,car,843,156,1.151,1.845,0.1,1,0.761
20595,1451,East,car,878,170,2.371,2.263,0.0,2,0.743
20595,1511,West,car,647,623,9.269,-3.083,14.7,1,0.727
20595,1530,West,car,36,588,6.38,14.575,15.2,2,0.663
20595,1493,West,car,1029,177,3.065,-10.978,1.8,3,0.655
20595,1429,West,car,520,73,-3.164,-3.882,2.9,3,0.642
20595,1480,West,car,607,123,-0.983,-5.298,3.3,3,0.627
20595,1526,South,car,1217,623,5.275,8.156,14.8,2,0.397
20595,1531,East,car,1050,200,8.608,8.311,0.0,3,0.384
20595,1420,South,car,956,689,0.801,14.328,0.0,3,0.265
20596,1518,West,car,600,402,4.965,-3.436,30.6,2,0.903
20596,1510,West,car,934,238,3.605,-9.513,7.9,3,0.883
20596,1521,West,car,192,641,8.545,8.323,19.1,1,0.881
20596,1511,West,car,653,625,9.308,-3.191,14.6,1,0.81
20596,1470,South,car,1152,492,1.8,1.903,0.1,1,0.772
20596,1488,East,car,843,156,1.151,1.847,0.0,1,0.769
20596,1451,East,car,878,170,2.372,2.263,0.0,2,0.761
20596,1530,West,car,38,582,6.21,14.47,11.0,2,0.726
20596,1429,West,car,519,73,-3.168,-3.877,2.9,3,0.654
20596,1480,West,car,605,122,-1.028,-5.266,3.3,3,0.59
20596,1493,West,car,1030,176,3.049,-10.988,1.7,3,0.584
20596,1526,South,car,1217,622,5.263,8.127,14.3,2,0.492
20596,1531,East,car,1052,200,8.72,8.542,25.9,3,0.376
20596,1420,South,car,956,689,0.8,14.329,0.0,3,0.28
20597,1518,West,car,610,397,4.925,-3.659,30.4,2,0.909
20597,1510,West,car,937,237,3.594,-9.55,7.7,3,0.878
20597,1511,West,car,659,627,9.353,-3.277,14.3,1,0.851
20597,1521,West,car,198,639,8.524,8.084,19.3,1,0.832
20597,1470,South,car,1152,493,1.801,1.92,0.1,1,0.774
20597,1488,East,car,843,156,1.151,1.846,0.0,1,0.762
20597,1451,East,car,878,170,2.373,2.262,0.0,2,0.75
20597,1530,West,car,39,579,6.126,14.42,9.5,2,0.665
20597,1493,West,car,1030,176,3.048,-10.995,1.6,3,0.586
20597,1429,West,car,518,73,-3.182,-3.859,2.9,3,0.575
20597,1480,West,car,604,121,-1.051,-5.265,3.3,3,0.573
20597,1531,East,car,1053,200,8.759,8.629,17.7,3,0.491
20597,1512,South,car,1197,622,4.385,8.864,6.4,2,0.484
20597,1420,South,car,956,689,0.8,14.329,0.0,3,0.333
20598,1518,West,car,622,393,4.886,-3.901,30.1,2,0.903
20598,1510,West,car,940,235,3.584,-9.598,7.4,3,0.861
20598,1521,West,car,205,638,8.525,7.855,19.8,1,0.861
20598,1511,West,car,667,629,9.411,-3.398,14.2,1,0.843
20598,1470,South,car,1152,492,1.812,1.872,0.2,1,0.756
20598,1488,East,car,843,156,1.151,1.846,0.0,1,0.755
20598,1451,East,car,878,170,2.373,2.262,0.0,2,0.744
20598,1530,West,car,44,581,6.229,14.216,11.7,2,0.693
20598,1480,West,car,603,120,-1.088,-5.251,3.3,3,0.614
20598,1512,South,car,1197,620,4.345,8.779,6.5,2,0.592
20598,1493,West,car,1030,175,3.038,-11.001,1.6,3,0.568
20598,1531,East,car,1055,199,8.813,8.779,17.1,3,0.494
20598,1429,West,car,518,72,-3.198,-3.845,2.8,3,0.456
20598,1420,South,car,956,689,0.8,14.33,0.0,3,0.325
20599,1518,West,car,632,389,4.865,-4.112,29.8,2,0.893
20599,1510,West,car,943,234,3.581,-9.644,7.2,3,0.861
20599,1451,East,car,878,170,2.373,2.265,0.0,2,0.791
20599,1521,West,car,212,637,8.516,7.613,20.2,1,0.759
20599,1470,South,car,1153,493,1.83,1.919,0.0,1,0.755
20599,1488,East,car,843,156,1.136,1.843,0.1,1,0.751
20599,1511,West,car,674,631,9.452,-3.519,14.1,1,0.723
20599,1480,West,car,603,119,-1.114,-5.243,3.2,3,0.677
20599,1530,West,car,46,580,6.224,14.084,12.0,2,0.674
20599,1512,South,car,1195,618,4.283,8.65,6.9,2,0.644
20599,1493,West,car,1032,176,3.049,-11.018,1.6,3,0.543
20599,1420,South,car,956,689,0.8,14.333,0.0,3,0.479
20599,1531,East,car,1053,198,8.705,8.903,15.1,3,0.4
20599,1429,West,car,516,72,-3.213,-3.819,2.8,3,0.35
20600,1518,West,car,643,384,4.832,-4.338,29.5,2,0.904
20600,1521,West,car,219,636,8.517,7.367,20.7,1,0.884
20600,1510,West,car,945,231,3.545,-9.69,7.0,3,0.87
20600,1512,South,car,1194,616,4.207,8.586,7.9,2,0.838
20600,1451,East,car,878,170,2.373,2.265,0.0,2,0.787
20600,1470,South,car,1153,493,1.829,1.93,0.1,1,0.753
20600,1488,East,car,843,156,1.135,1.844,0.1,1,0.751
20600,1511,West,car,682,633,9.498,-3.645,14.0,1,0.658
20600,1480,West,car,601,119,-1.137,-5.207,3.4,3,0.556
20600,1493,West,car,1032,174,3.018,-11.031,1.6,3,0.554
20600,1420,South,car,956,689,0.799,14.333,0.0,3,0.495
20600,1530,West,car,48,579,6.198,14.022,11.1,2,0.481
20600,1429,West,car,518,72,-3.202,-3.854,2.6,3,0.433
20601,1521,West,car,227,635,8.52,7.098,21.4,1,0.902
20601,1518,West,car,653,380,4.804,-4.542,29.4,2,0.88
20601,1510,West,car,949,229,3.521,-9.744,6.8,3,0.867
20601,1512,South,car,1192,614,4.137,8.484,8.2,2,0.849
20601,1451,East,car,878,170,2.373,2.266,0.0,2,0.79
20601,1511,West,car,690,635,9.538,-3.758,13.9,1,0.759
20601,1488,East,car,843,156,1.135,1.845,0.1,1,0.755
20601,1470,South,car,1152,493,1.819,1.939,0.1,1,0.748
20601,1480,West,car,599,118,-1.176,-5.193,3.4,3,0.596
20601,1493,West,car,1033,173,3.02,-11.047,1.6,3,0.529
20601,1420,South,car,956,689,0.799,14.332,0.0,3,0.507
